センサー1,センサー2,検査要否
-0.3704427964327921,0.25776640849030247,0.0
-0.4971293370461595,-0.5365964743369933,0.0
0.43875906836412565,0.2666507415725169,0.0
0.004133939050610574,0.41575122180542856,0.0
0.34809518494767366,0.5344483371148921,0.0
0.5705840945160454,0.21012713571624309,0.0
0.1504686742578162,0.20592349694960377,0.0
-0.32264852072668193,0.4752571141606089,0.0
-0.361144075216611,0.4026842014160496,0.0
-0.40319232299611923,0.13790418898625648,0.0
-0.3972687084605977,0.22100183815572463,0.0
-0.17413916150399264,-0.5826231546590619,0.0
0.007014747624701112,0.592216129321061,0.0
0.4359230862201521,-0.29841339119752985,0.0
0.5169795088429823,0.1417496662077865,0.0
-0.013691963221648867,-0.45348155383136557,0.0
-0.19422802382630722,0.48032953392543576,0.0
-0.42935640044495865,-0.10633055611630413,0.0
0.24271742530854373,0.7669620785121531,0.0
0.03242372048046105,0.6958627247374936,0.0
0.2414303153285588,-0.34299026645388364,0.0
0.5055589926392622,-0.4245373139210422,0.0
-0.2627915941435464,0.5812847608166252,0.0
-0.16853923489331638,-0.38346830354269984,0.0
0.23262563580198478,-0.18826370736117384,0.0
0.5339253361236498,-0.09854056796193283,0.0
0.340874581083928,0.17446461169730532,0.0
0.7299230575419147,0.2862676970905294,0.0
0.32204188329290245,0.32543534960202525,0.0
0.479180612754225,0.044471574587343854,0.0
0.18855695815645532,0.02328482389865183,0.0
-0.40594259071531225,-0.11431597375630978,0.0
0.6307114679927696,-0.4609000117874218,0.0
-0.6799234128716051,-0.28155050163867873,0.0
-0.23181029248080454,-0.6908498160757354,0.0
-0.19353666431580108,0.8494473455517861,0.0
-0.468861151870085,-0.5260294522059338,0.0
0.31653966230889036,-0.6995036062587672,0.0
0.6659347614877774,0.2802045588058234,0.0
-0.17144980945761296,-0.6173045822120227,0.0
0.5688851209869602,-0.28233603512163985,0.0
-0.2682193213871162,-0.32479900535744133,0.0
-0.10279952852041942,0.6155527825305344,0.0
-0.20100372158049487,-0.5718409982705711,0.0
0.6227522669714936,0.583538917237826,0.0
-0.39166158415085406,0.18660888681723128,0.0
